"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ERCC1",3614.39057729199,2.31240664901876,0.123039573905615,18.794007290635,8.45473416447438e-79,8.6060294074176e-77
"RIN1",1047.11318396236,6.88896839997299,0.366659097171645,18.7884835071964,9.38223140199823e-79,9.50842036583296e-77
"FLNA",51251.3507000745,3.29390492045197,0.17558391410441,18.7597191761727,1.61249158704571e-78,1.627074119659e-76
"COTL1",7326.20115460512,4.08969756225428,0.218173893176904,18.745128038478,2.12160627157853e-78,2.13152546973137e-76
"PKN1",2732.25245967437,-2.99457725039727,0.160075051678527,-18.7073327104786,4.31434042285414e-78,4.31582812644823e-76
"SDC4",6015.32082441765,4.08179969045153,0.218366635569923,18.6924146163552,5.70706109665447e-78,5.68452677816124e-76
"WNT7A",1203.19276261845,9.02554036705859,0.483136301951077,18.6811471847804,7.04878865379819e-78,6.99095243920292e-76
"CLDN1",1588.33596384015,9.53970814203078,0.510758052933218,18.6775481800932,7.54039391329648e-78,7.44670050807595e-76
"P4HTM",811.747280090533,-3.04776183097602,0.163206378449684,-18.6742813603675,8.01615758665963e-78,7.88300785047444e-76
"SNCA",966.829760228934,8.58434157033039,0.460257045421923,18.6511899290124,1.23497865425148e-77,1.20934112269487e-75
"IKBIP",942.142437260549,3.35966508896275,0.180136734231819,18.6506383791724,1.24778502472196e-77,1.21674768293056e-75
"DFNA5",1880.65464058676,5.3069003053925,0.286270053200133,18.5380910300192,1.01770453042488e-76,9.88237939000029e-75
"STK17A",2921.46057723377,3.19791778043285,0.172830614303695,18.503190498493,1.94605339246669e-76,1.88183363051529e-74
"INPP4B",2620.66648480577,3.54762906091759,0.191800873020728,18.4964176911447,2.20662240359205e-76,2.12494990633047e-74
"PHLDA1",11354.9806549088,8.376708660127,0.4534260212531,18.4742565876059,3.32779666922556e-76,3.19138450823913e-74
"CLCA2",5471.10113991441,9.58675686133304,0.519234562020422,18.4632487175536,4.08043922346026e-76,3.89707133736896e-74
"NR3C1",1239.00912707919,8.21096174776781,0.445295088667298,18.4393719058119,6.34742773591706e-76,6.03734028258865e-74
"CLPTM1",1654.83876445161,4.26582332003453,0.233179889937692,18.2941304294054,9.21599256538474e-75,8.72999001867139e-73
"GPX3",1721.72162362192,7.71365997050803,0.422026528766221,18.2776660819372,1.24647013574588e-74,1.17593816708904e-72
"ACADSB",1672.78920659645,-3.13502560793132,0.171607522017195,-18.2685792037554,1.47234394431435e-74,1.38340721698978e-72
"LPCAT2",1321.30230073987,6.34098570664162,0.347947226430192,18.2239869295633,3.32985364939104e-74,3.11609852802691e-72
"PKP1",5895.43622092085,7.70917776502967,0.423229895595435,18.2151068373461,3.91652237499626e-74,3.65038760156278e-72
"ST8SIA6-AS1",469.178475986856,-5.56583356528749,0.305858532843952,-18.1974114422603,5.4104767979367e-74,5.0226538210606e-72
"EPHA3",1076.64896233107,-7.17839936169465,0.394640888768142,-18.1896999677398,6.22801521663774e-74,5.75855685847525e-72
"OBSL1",416.401269722214,6.91273808572488,0.380899587502372,18.1484525385101,1.32069345252689e-73,1.21629577961286e-71
"EXTL3",3261.38329435553,2.16123302277094,0.119194434161151,18.1319961622448,1.78172330231873e-73,1.63439661660922e-71
"MICALL1",3877.18258640438,2.77997109441593,0.153435852309843,18.1181324479636,2.29245216893368e-73,2.09461535183515e-71
"FBN2",5693.88869898681,11.8064256282759,0.651729471732401,18.1155312754117,2.40341293241927e-73,2.18738852296418e-71
"PAK6",430.357225579819,7.03208878330815,0.388350122794963,18.1076002569488,2.77588110686358e-73,2.51650971594101e-71
"NUDT8",1040.14846384577,-4.21569023975109,0.233479649651246,-18.0559215591087,7.08692054285896e-73,6.39973743029847e-71
"FBLN1",1200.1227248596,6.85465488553864,0.379784293354459,18.0488108789193,8.06075336481213e-73,7.25092884071937e-71
"ARHGAP6",1061.48166337419,-7.83318195623403,0.435721497864429,-17.9774970815676,2.92397296525135e-72,2.62006040839974e-70
"FAS",828.857040419886,3.52673829423632,0.196750016449699,17.9249707719235,7.52900986089724e-72,6.72051003275781e-70
"PDGFC",604.853083354241,5.80794029962613,0.324808712402406,17.8811099513571,1.65508992831435e-71,1.47169835464825e-69
"DSC3",3722.60464457143,8.85820081438939,0.497722847602729,17.7974566710263,7.39519286909689e-71,6.55067313381681e-69
"CHPT1",7353.10029539559,-5.43244959747252,0.30532076311363,-17.7925979945581,8.06522649739356e-71,7.11702572439201e-69
"GALNT3",2870.25604810421,3.26847971189875,0.183854158259231,17.7775675178924,1.05457182300865e-70,9.27064502590329e-69
"DOCK3",380.58304873108,-5.08922202432125,0.286313447005493,-17.7750017596051,1.10394255813985e-70,9.66803731672065e-69
"IGF2",535.075426051971,5.93495358846298,0.334103384971536,17.763823581041,1.34735408104934e-70,1.17554110951102e-68
"SLC35D1",875.264669153429,3.72229567455979,0.209821837391237,17.7402682239368,2.04954358895857e-70,1.78149092181837e-68
"ARL4D",698.494383166163,4.54784498546162,0.257181778633749,17.6833872509225,5.63092901448894e-70,4.87621643911415e-68
"C9orf152",321.659045129601,-6.06251950361141,0.34346308016277,-17.65115336629,9.96991624240201e-70,8.60155450385375e-68
"MAPK13",2162.43503146757,2.93977459217051,0.166615425205638,17.6440722012516,1.1301512413876e-69,9.71427778152721e-68
"TGM2",4040.56293462776,6.39774783568533,0.363028720365216,17.6232553425774,1.63329916485953e-69,1.39873088627528e-67
"TMEM52",380.0097542351,-5.76774877070331,0.327810689083484,-17.594755030195,2.70221654416774e-69,2.30562652783253e-67
"HLA-H",430.336145201766,3.35587447232517,0.191297627509856,17.5426873610979,6.76511661892809e-69,5.75109254549755e-67
"TAGLN2",15617.1679830584,1.90438537084862,0.108667042526457,17.5249581342472,9.24095552526737e-69,7.82715678213158e-67
"PAQR7",1018.06254445655,5.36699232713482,0.306583506948884,17.5058090389372,1.29375676646036e-68,1.09183661949135e-66
"GSTP1",15336.6420527914,14.7877642335433,0.845810389709458,17.4835452643506,1.91231046084925e-68,1.60800366577498e-66
"ENPP1",330.860443111349,-5.56738847478163,0.318579242419143,-17.475678680461,2.1951802352035e-68,1.8391964945344e-66
"SLC25A45",440.60930974907,-5.48899714058037,0.314335408988539,-17.4622297826476,2.77865568610305e-68,2.31967773967912e-66
"HOXA9",548.336001141294,6.62410880568595,0.379761095030859,17.4428315389908,3.90251021773995e-68,3.24621710155228e-66
"TSPAN5",1867.54590702822,3.96398834874845,0.227286116861447,17.4405212403047,4.06350976932759e-68,3.36806909737695e-66
"GRAMD3",904.997297669472,2.2994161020017,0.131879754119711,17.4357020708004,4.42096881632703e-68,3.65131118467323e-66
"FAM83A",3143.78715089084,9.08251418911361,0.521294072504847,17.4230145097787,5.51911838481929e-68,4.54211700265554e-66
"EPHB3",354.459039097394,-3.25690158979354,0.187405277078385,-17.3789214507087,1.19173762076162e-67,9.77309070764508e-66
"C16orf74",886.827326334777,5.8023359398053,0.333987734812262,17.3729012625774,1.32361005326138e-67,1.08163176465106e-65
"NHS",399.687787703387,6.30890634316205,0.363208758237829,17.3699179881311,1.39425077174523e-67,1.13536041791801e-65
"SRPX",565.19200256316,5.36469773999981,0.309953938043936,17.3080483308438,4.09046652045587e-67,3.31928486037552e-65
"TFPI",786.020764304766,-4.34067621504707,0.251061002209803,-17.2893287959542,5.66075600457345e-67,4.5775200471826e-65
"CMTM3",808.012302444037,8.11201214190072,0.469386943221478,17.282142716256,6.41210181665807e-67,5.16708538059029e-65
"RNF187",8774.01062377799,-2.05749674036982,0.119225673295722,-17.2571618468994,9.88516371231532e-67,7.93823112233266e-65
"SLC14A1",3176.81173846141,11.5005081429299,0.668111231770796,17.2134632618709,2.10460398300866e-66,1.68426376681604e-64
"CYP2S1",1037.07251556692,5.8557721381242,0.340660696906849,17.189456228129,3.18505546703575e-66,2.54016382401944e-64
"ARSJ",848.778455623969,8.84709172217843,0.515530648368552,17.1611362974751,5.18884321454132e-66,4.12406415489983e-64
"FBLIM1",4271.64907052368,7.03152616853918,0.40989370107623,17.1545114015585,5.81571140198758e-66,4.60651980263917e-64
"RAP1GAP",422.552041280442,-4.14408928923318,0.241768200262676,-17.1407541799571,7.36886592080684e-66,5.81689252687364e-64
"PPP1R13L",1701.29148247672,4.43738598874114,0.258911833156076,17.1385986289248,7.64715884138916e-66,6.01611058952405e-64
"ACADL",828.178566854825,-8.06400458810293,0.470705513159474,-17.1317402551239,8.60420599566607e-66,6.74616259281818e-64
"ETV5",1049.06985077505,8.4675289617353,0.494681461609179,17.1171341941757,1.10587165281594e-65,8.64143748099408e-64
"AIF1L",1841.78860761779,-5.06557148158202,0.29639460558906,-17.090633183133,1.74271293943718e-65,1.35721080196168e-63
"SMARCA1",931.666898085175,5.76060523861082,0.337594610548109,17.0636765476145,2.76586541489553e-65,2.1468295835751e-63
"PSMB8",701.062976548882,7.99808898024559,0.469965745954622,17.018450917097,5.9935409337634e-65,4.63660326635937e-63
"KDSR",1887.67166253298,2.783315185541,0.163621040882122,17.010741225795,6.8367310873933e-65,5.27132408891109e-63
"HLA-A",6803.59949794223,3.28270402298187,0.193436076300247,16.970484956935,1.35805902043046e-64,1.04363687901159e-62
"HOMER3",1866.64055711883,3.75598577140513,0.221467327024494,16.9595480374842,1.63597961742248e-64,1.25306320003766e-62
"SORD",14254.6432732445,-3.76751427257251,0.222413318811346,-16.9392475806189,2.31061058353157e-64,1.76396876390134e-62
"INPP5J",327.380851662208,-4.34979975383898,0.256885289031507,-16.9328487833551,2.57605042177085e-64,1.9601632192937e-62
"FAM92A1",391.349910106441,3.77554111754334,0.223449629328942,16.8966094456363,4.76531534366883e-64,3.61416465672765e-62
"PDP1",1753.13206680113,2.9103232769998,0.172626750630227,16.8590514875289,9.00221350223087e-64,6.80532152963433e-62
"TFCP2L1",938.270726784889,4.9228109773635,0.292216711952179,16.8464388791327,1.11425463807316e-63,8.39598105207851e-62
"UGT8",690.111218597271,-6.66485955027093,0.396657468454672,-16.8025565640712,2.33748072092866e-63,1.75560687933049e-61
"LIMCH1",11731.6780453624,-6.21429195453364,0.369860931729538,-16.8016987505938,2.37153523613397e-63,1.7754383793612e-61
"CYP27B1",971.098649388591,5.11958865199595,0.304878766587132,16.7922112428673,2.78280570424195e-63,2.0766352020594e-61
"LMNA",11733.1552338513,2.84655119347006,0.169588570064494,16.7850415413463,3.14009540817084e-63,2.33574789207785e-61
"OPTN",2065.13491580326,5.57547988959831,0.332233641253917,16.7818041200022,3.31606799976475e-63,2.45876377439426e-61
"PTPRK",4536.3135191838,4.16693050249166,0.248323138080854,16.7802748253564,3.40257804797049e-63,2.51487360946813e-61
"APOBEC3G",359.94230209465,5.95883280801784,0.355119825845092,16.7797807228514,3.43100660095125e-63,2.52783495856751e-61
"PLEKHA2",1312.50432856911,4.35157772967467,0.259382785362123,16.7766635846687,3.61589068950668e-63,2.65561997221744e-61
"CSTA",1597.08556443404,8.59035917426139,0.5129239640976,16.7478218518697,5.87378329556831e-63,4.30027642661039e-61
"GPR87",953.873521280882,9.55995394133715,0.571258924401442,16.7348876892452,7.29946834063622e-63,5.32723463048696e-61
"LRRC20",1182.39646176565,-2.69669953184756,0.161270193610552,-16.7216239496789,9.11998418713117e-63,6.63500291582885e-61
"CITED4",839.044072787442,4.75884553894893,0.284889686975779,16.704169215341,1.22218371213164e-62,8.86388737223473e-61
"RBPMS",597.295622604188,2.97039524694704,0.177856862080948,16.7010438180064,1.28791839902893e-62,9.31152965877367e-61
"SERPINB8",1253.15816946805,5.21844822516638,0.312543168013838,16.6967278738767,1.38452256930222e-62,9.97888192185276e-61
"GNAI2",6480.5683652867,2.52362942136604,0.151235597370237,16.6867421774252,1.63661156698993e-62,1.17592821197221e-60
"ACSL1",4908.51018731843,-2.74501581439108,0.164693325467266,-16.667438140574,2.26078588658998e-62,1.61939255728334e-60
"RP11-475N22.4",502.448204850325,-4.88585304250245,0.293492432796375,-16.6472879588423,3.16629616574487e-62,2.26102773583406e-60
"ATP10D",1534.39432653557,5.01369149631481,0.301399821049774,16.6346863739074,3.90796666790594e-62,2.78208866345893e-60
"CBX8",542.946303671248,-2.51123875435269,0.15114789834199,-16.6144470541742,5.47775807003089e-62,3.88770058988614e-60
"EPHX1",6316.60400194392,-4.32668699628231,0.260543385213324,-16.6063974057134,6.26441450533159e-62,4.43245523901633e-60
"NLGN4X",407.917183729039,-5.49981318637666,0.332185272931191,-16.5564630179011,1.43802918037431e-61,1.01440064492788e-59
"GPR153",1611.3416134203,6.32963546000649,0.382432079225208,16.55100553497,1.57450760731402e-61,1.10730825910739e-59
"TNFRSF21",5349.63469523682,3.75431392538351,0.227434577362261,16.5072258093966,3.25506531739324e-61,2.28228265516805e-59
"SLC16A2",1493.78817355533,3.88396666364286,0.235383009437688,16.5006245477163,3.63117456649907e-61,2.53832226925634e-59
"DUOX1",1182.17870294847,5.36037877524356,0.324890519176013,16.4990310854209,3.72826843446264e-61,2.59836798279306e-59
"RBMS2",1408.34682463035,3.44610386242792,0.209167385545132,16.4753403282576,5.51771788829867e-61,3.83398792669568e-59
"DBNDD2",431.504365401127,5.66249586117863,0.343774373518218,16.4715473210761,5.87482823396055e-61,4.06994070608228e-59
"CAST",9067.96785848108,2.04665449176287,0.124420035003308,16.4495572735408,8.44835198224364e-61,5.83539740487829e-59
"MAFB",1036.83969484662,-7.52111735106857,0.45723877289952,-16.4489929482017,8.52743140582647e-61,5.87254089217866e-59
"FSTL3",2311.4904943965,3.9607357590633,0.24133167582526,16.4120012241209,1.56945832133149e-60,1.0776328024101e-58
"RPS6KL1",506.15013449773,-3.27608197772348,0.199948833354428,-16.3846016141355,2.4637788367503e-60,1.68670735230976e-58
"TLDC1",2033.68708334787,2.78117627496306,0.169759593371341,16.3830286096372,2.52834112529773e-60,1.72581590693852e-58
"TNFAIP3",2330.79855639231,6.22796586633349,0.380252209827278,16.3785132745512,2.72318379042821e-60,1.85336215273484e-58
"CDK19",2562.11735946925,-3.54978475087321,0.216816823383361,-16.3722754326896,3.0171931104342e-60,2.04745665809815e-58
"TM7SF3",5025.14495385118,2.03794583710884,0.124618563231109,16.3534692125234,4.10904909752448e-60,2.78025689374193e-58
"FHL3",552.111517249097,4.39762114078546,0.269352465800945,16.3266414796268,6.38012725746916e-60,4.3043602730042e-58
"LINC00511",381.785306419774,4.28041624977593,0.262960879094398,16.277768254035,1.41952185412e-59,9.54906179432376e-58
"CXXC5",523.650422697215,-2.60835992064839,0.160431567333572,-16.2583958007781,1.94771081771443e-59,1.30642984559296e-57
"ANXA8",3957.36571476209,12.4096305924279,0.763385751154693,16.256041684898,2.02398805329937e-59,1.35368054008564e-57
"LEPREL2",719.885207365141,6.56082799598578,0.403675828879742,16.2527144966619,2.13689619140333e-59,1.42508870143932e-57
"CGREF1",623.425911200593,-4.89534910211469,0.301392292867044,-16.2424495183565,2.52631712871276e-59,1.67996469693885e-57
"MAML2",419.302497162385,4.35146420251749,0.267969318272599,16.2386657941595,2.68704908950147e-59,1.78174386483286e-57
"PRKD1",2372.24680664368,-5.72289876971926,0.352729137718813,-16.2246272216996,3.377619559966e-59,2.23327050563222e-57
"KCTD1",1039.71181920017,2.25675984444627,0.139243431753535,16.2072983696696,4.47826574461193e-59,2.95260202843618e-57
"IFIT3",285.119631631883,5.93938531885548,0.366612254920949,16.2007277147245,4.98338462331285e-59,3.27632833818257e-57
"SCRN1",3580.01280402085,2.88669015869162,0.178357959781239,16.1848126219443,6.4546076307349e-59,4.23159700265807e-57
"ACOT7",4011.27022427321,1.95984576276807,0.121140901523336,16.1782332649269,7.18260264371954e-59,4.69560118747727e-57
"RTN4",9982.28643892665,2.07177839159992,0.128162377509134,16.1652618488001,8.86604093384532e-59,5.77986174136748e-57
"EFCAB4A",551.71180766771,-5.30207385413207,0.328101128677291,-16.1598769120572,9.67546632730163e-59,6.28986617714331e-57
"ACTN4",20050.1442603845,1.97162702679642,0.122082573607569,16.1499464545543,1.13660311108038e-58,7.36823603406524e-57
"GUCY1B3",470.331018844675,-3.7161375030106,0.23018633229252,-16.1440406387298,1.25078112609248e-58,8.08582963073938e-57
"ITGA2",8412.50258591848,5.07626666788028,0.314807184571475,16.125002594176,1.70251923950591e-58,1.09755740306815e-56
"PERP",15684.2580623573,2.01920168466806,0.125327239220635,16.1114351295436,2.12044890200268e-58,1.36319606974178e-56
"DST",15698.7324464201,5.24596668340049,0.325648333266464,16.1092999641056,2.19494643700978e-58,1.40719107486527e-56
"UPP1",9032.90643928377,7.34233444711336,0.456005980922696,16.1013994427368,2.4939932593285e-58,1.59450676480705e-56
"CKB",13064.0947990407,-5.05434077669921,0.313913849739694,-16.1010442224528,2.50835339460778e-58,1.59928202148509e-56
"ATP10A",342.38755697871,-5.19001964861001,0.322933397237947,-16.0714862352433,4.04276019266145e-58,2.57053091921334e-56
"DAGLA",380.145670009926,-3.70425465337639,0.230517429428764,-16.0693040112227,4.18761616101146e-58,2.65536054275284e-56
"RP4-555D20.2",333.550696901259,4.87725114969635,0.303581494945586,16.06570634541,4.43780266313117e-58,2.80633580942638e-56
"FARP1",1120.07019395859,2.45724112645049,0.153128166600668,16.0469571405407,6.00361409905931e-58,3.78619228290675e-56
"SEC14L2",2108.67490739524,4.85905825696356,0.302895083995353,16.042050576952,6.49731162211398e-58,4.08643924460762e-56
"FOXA1",4187.53133201602,-3.13701297415107,0.195599767577245,-16.0379176979964,6.94439947350362e-58,4.35582764813708e-56
"ITGB5",4715.5909561764,3.26527688210975,0.203618957533526,16.0362125494731,7.13767145030112e-58,4.46498865279214e-56
"SMCO4",812.683050877699,-4.52243905364054,0.282361404429027,-16.0164915696801,9.8027513370425e-58,6.11565196317426e-56
"OSBPL3",1651.9170017444,2.44595778196751,0.152867549411285,16.0005036476822,1.26745592343922e-57,7.88609036760791e-56
"CGNL1",307.072354857033,-3.80942600156625,0.238150253796246,-15.9958931004351,1.36486853598145e-57,8.46948368530948e-56
"PML",1718.59703755543,2.37027889770609,0.148193145280084,15.9945245323343,1.39519410770414e-57,8.6345772937594e-56
"CARNS1",278.847228374061,-6.39264403131178,0.399690451532529,-15.9939873639726,1.4072796106821e-57,8.68620883103995e-56
"PEX10",1437.38018341315,-2.04194583864337,0.12786608094698,-15.9694097411968,2.08751986291502e-57,1.28507058298493e-55
