"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"GYLTL1B",1326.7326007591,0.846698913638573,0.452421751292619,1.87148144672412,0.0612783791256681,0.111619858939526
"MYLK4",18.3823364724514,1.52448797075591,0.814588657168165,1.87148195268964,0.0612783090584325,0.111619858939526
"SCARNA12",15.474970631829,-1.30300493498897,0.69643937520284,-1.87095242081834,0.0613516761250413,0.111744600495209
"ZNF524",237.962304989347,-0.451620932522439,0.24139616874235,-1.87087034096414,0.0613630548633744,0.111756554757058
"AMBRA1",1001.45179540263,0.337214453158372,0.180297721367743,1.8703201049922,0.0614393792621077,0.111886779183537
"ZNF175",217.712244738208,-0.446836963724312,0.238932974280952,-1.87013519196766,0.0614650465798453,0.111915958028013
"RPS4XP10",2.42059712890488,-3.82943827067538,2.04766201837365,-1.87015153688151,0.0614627774253003,0.111915958028013
"RPEP6",4.0135188559345,5.30159980472869,2.83533833454852,1.86982969197321,0.0615074717257775,0.111975635692802
"RP1-111C20.4",4.0135188559345,5.30159980472869,2.83533833454852,1.86982969197321,0.0615074717257775,0.111975635692802
"CMC4",195.674603745796,0.505017672934554,0.270144898015075,1.869432577277,0.0615626557513866,0.112067308391104
"SLMO2",3692.90506335115,-0.325594518751006,0.174235198465472,-1.86870690663304,0.0616636025978176,0.112242265810992
"DBIL5P",43.7838355041693,-0.684994725149193,0.36667260593406,-1.86813717213545,0.0617429534098937,0.112377889007671
"RPL4P3",19.0658446395104,1.30520176564854,0.698748569287808,1.8679133282217,0.0617741527979263,0.112425857758334
"RP11-644F5.10",119.715623088836,-0.819111310972636,0.438587638842672,-1.86761148383952,0.0618162445600641,0.112493641006035
"RP4-631H13.6",19.2718691521145,-1.4012874170669,0.75078751230067,-1.86642344752495,0.0619821451498465,0.112778924796831
"RP6-91H8.3",2.48188007140356,4.60612128822007,2.46789205829207,1.86641926770808,0.0619827294805057,0.112778924796831
"CCDC86",2822.64800997631,-0.506635806856011,0.271503873829823,-1.86603527864788,0.062036429888984,0.112858937435411
"ARRDC3",1536.5857241476,-0.559345870531361,0.29975006846936,-1.86604084325184,0.062035651410993,0.112858937435411
"KIAA2026",728.313392787665,0.578903751553154,0.31028488895988,1.86571686908029,0.0620809882760824,0.112931147194805
"ADHFE1",18.9426912758054,2.90629083105896,1.55777822905858,1.86566404437128,0.0620883831515978,0.112935747016403
"KLRC2",4.3117483757303,5.4062595469725,2.89808889948951,1.8654567663279,0.0621174068283177,0.112979684770501
"SNRPA1",2090.89508452899,-0.361229277777641,0.193650028297993,-1.865371675659,0.0621293247217566,0.112983652103317
"MSANTD3-TMEFF1",30.9095252361542,2.85560809627519,1.53082689933756,1.86540235052762,0.062125028147585,0.112983652103317
"COX8A",3671.35597647094,-0.291330568984919,0.156220441980315,-1.8648684211355,0.0621998497973747,0.113103041142167
"POGK",3129.82216565005,-0.292744774469881,0.15701257272298,-1.86446708943732,0.0622561390717215,0.113196527387693
"DENR",4003.16403988132,0.249480841347519,0.133812573446652,1.86440507735233,0.0622648404112141,0.113203479534936
"DHX33",2132.99106647103,0.367800663000324,0.197318939073493,1.86399067787068,0.0623230134642768,0.113300367889624
"RP11-394I13.2",10.7746754334738,-1.4149999408235,0.759143177252227,-1.86394343415585,0.0623296483515659,0.113303554393604
"AC005154.8",3.55541261288905,-2.84052083629938,1.52489891076922,-1.86276009264543,0.0624960270321185,0.113597101767028
"RP11-214N9.1",18.716386762805,-1.28440576456403,0.68966909194699,-1.86235077019045,0.0625536635029179,0.113692961279326
"CAPRIN2",1951.45860894423,0.950369176098537,0.510343864190011,1.86221338745183,0.062573018141717,0.11371539660667
"RBM38",648.29849358433,0.471024215494073,0.252940519703197,1.86219359415715,0.0625758070520415,0.11371539660667
"ATAD3C",176.375161280231,-0.479005347644729,0.257258414880394,-1.86196182491224,0.0626084713996973,0.113765847497978
"RP11-84A19.3",2.12582630351148,4.38376402864941,2.35476834636441,1.86165404992709,0.0626518693932039,0.113835793069559
"RP4-694A7.2",28.6241365714185,-1.48151212786528,0.796028434532231,-1.86112965768096,0.0627258689293215,0.113961325043972
"TNK1",530.663806238639,0.402127493058653,0.216115298237008,1.86070813283033,0.0627854047304667,0.11406056148608
"XXyac-YX65C7_A.2",23.1821210374105,-2.08649472458593,1.12167979267925,-1.86015183495649,0.0628640472655367,0.114194490367766
"RP11-769O8.3",10.5658662057929,2.72742980044884,1.46692626783733,1.85928213315714,0.0629871581548021,0.114409170106962
"RP11-361K17.2",18.8413227870656,1.12953258239536,0.607678777734959,1.85876588714443,0.0630603297249925,0.114533114122525
"NPPC",3.45589010480658,-5.39387608460333,2.90209054230486,-1.85861743662879,0.0630813837757636,0.11455671071885
"RP11-305L7.1",3.51174979153444,-5.41442704803343,2.91316766739328,-1.85860467580923,0.0630831938550027,0.11455671071885
"PAAF1",805.288156246153,-0.37901017682128,0.203934722281133,-1.85848771892212,0.0630997857951732,0.114577875654047
"VPS11",897.899513052053,0.236601946692592,0.12731504333133,1.85839740930574,0.0631125999219217,0.114592177983724
"RP4-710M16.2",3.34338364640993,-5.35654916679138,2.88269937736374,-1.85817127129295,0.0631446963194348,0.114618070482603
"RP11-66D17.5",3.34338364640993,-5.35654916679138,2.88269937736374,-1.85817127129295,0.0631446963194348,0.114618070482603
"PRDM10",544.305955788346,-0.371637205476553,0.199992164492121,-1.85825882939126,0.0631322673546907,0.114618070482603
"RPL9P9",2928.87586947322,-0.493616125130801,0.265648126046087,-1.85815775355842,0.063146615356367,0.114618070482603
"PARM1",19.5279443660577,-1.49360753112031,0.803880484432492,-1.85799700334153,0.0631694398579588,0.114650532589623
"CTB-25J19.9",8.52228950458083,-2.82116573807948,1.51849882645468,-1.85786494459545,0.0631881956341176,0.114675605589349
"AC010492.2",2.3716381876044,-3.79273586037253,2.04170797306825,-1.85762896085127,0.0632217229231399,0.114727480303404
"PDCL3",1053.792122268,-0.34025549073946,0.183183619838583,-1.85745587427132,0.0632463234698177,0.114763148951331
"AP000688.29",13.7208811541489,-2.47204130501284,1.33104751278295,-1.85721492378909,0.063280582586352,0.114816336538508
"KDM5B",3023.89088374751,0.515798495494622,0.277745131335321,1.85709284268929,0.0632979463233726,0.114838863217076
"BEND7",136.967763764627,0.588768569220177,0.317188281439324,1.85621160576452,0.0634234024993952,0.115057478715388
"RP11-490K7.4",10.2089238681369,-2.17024540724806,1.16930165114649,-1.856018423578,0.0634509320747045,0.115098423604013
"CTC-338M12.1",3.98845891013759,5.29278782477369,2.85229033585009,1.85562730352141,0.0635066991683293,0.115185910594042
"AC073236.3",9.84601014077928,4.16391691816461,2.24396056777611,1.85561055660228,0.063509087899059,0.115185910594042
"RP11-1007O24.2",7.91883998626247,-2.25628301232539,1.21664635564093,-1.85451014739346,0.0636662097638914,0.115454924370071
"BRSK1",18.2474459962931,1.31126652443097,0.707072012009014,1.85450209053707,0.0636673613447162,0.115454924370071
"GEM",22.9933438008844,2.02944815895992,1.09437534743675,1.85443519329388,0.0636769237513407,0.115463242942504
"RP1-102K2.8",9.92488284506479,1.95747391756723,1.05566535787686,1.85425608878943,0.0637025310965246,0.115491628910878
"RP11-394O4.3",12.1846875492047,-2.08593892372181,1.12494432924778,-1.85425969044763,0.0637020160680878,0.115491628910878
"SUPT16H",6718.27538362753,0.375316925960238,0.202440231070322,1.85396412548978,0.0637442925863805,0.115558314509039
"ARFIP1",1285.40553859148,0.241250882478605,0.130161065604305,1.85347962048819,0.0638136445204196,0.115675002892283
"DNA2",607.720824123832,-0.568046091652647,0.306482016883072,-1.8534402032122,0.0638192894403998,0.115676200354014
"RP4-671G15.2",11.2233180573937,-2.15211170750862,1.16122387737432,-1.8533133441717,0.0638374596327615,0.115700098645617
"CTD-2653D5.1",4.14797191773359,5.3504983829815,2.88718772879699,1.85318686748883,0.0638555793127101,0.115723901662453
"KDM8",147.727923991056,-0.526677515692017,0.284253948034455,-1.85284151489842,0.0639050778816775,0.115804563713436
"CTD-2349P21.9",29.6467977100546,-1.29738982687366,0.700283960196765,-1.85266249209695,0.0639307492638583,0.11584203848498
"OR13E1P",5.08801671859489,-2.49822831559998,1.34863242639303,-1.85241602286072,0.0639661062141489,0.11589705621188
"SH2D4A",1154.13395436231,-0.424345718649253,0.229083026827104,-1.85236647396631,0.0639732161407961,0.115900889945011
"RABEPK",1128.42155634039,-0.344420113965375,0.185954863763609,-1.85217050522115,0.0640013427072613,0.115942796155657
"SHROOM2",1186.99396686314,-0.433138668353795,0.233938270322087,-1.8515083819225,0.0640964500159905,0.116106026535366
"LINC00565",3.76042419463008,-4.49414959175285,2.42768616461522,-1.85120698764832,0.0641397808856699,0.116175449527404
"IPO8P1",4.22429386066949,2.75881454252057,1.49042545841898,1.85102483786548,0.0641659799296481,0.116213833479575
"ZNF641",550.904796736138,-0.519162128722693,0.280507975344436,-1.85079275583952,0.0641993736488686,0.116265241017787
"LLPH",1203.49723999118,0.501523836019206,0.270999082082529,1.85064772974572,0.0642202483848784,0.116293970389845
"PCLO",328.332912604715,0.528795704281215,0.285791381974426,1.85028568961024,0.0642723840995356,0.116379300162442
"MAP1A",157.176290982926,-1.25354135101214,0.677619540460104,-1.84991913037363,0.0643252061820807,0.116465859344182
"CFL1P5",12.1786584039877,-1.26994568676463,0.686605713201224,-1.84959964991209,0.064371273321071,0.116540175617085
"ZNF33A",1315.47561072815,-0.312259992806396,0.168868794280841,-1.84912786365422,0.0644393518282709,0.116654327397076
"KBTBD11-OT1",3.93101506208424,-5.57401573896999,3.01452130916822,-1.84905501315166,0.0644498694120834,0.116664267164467
"BMP7",8.86707382820856,-2.29580412289629,1.24166537190229,-1.84897169144615,0.0644619004829825,0.116676944814308
"RP11-294O2.2",4.84389243083857,-3.22178866371322,1.74269049086659,-1.84874404296033,0.0644947807817397,0.116727354938986
"LINC00240",19.6287449998325,1.38038038403886,0.74669743677477,1.84864754592058,0.0645087224616739,0.116743483381981
"CTD-2325P2.4",2.0791473180194,4.35395541235919,2.35625629573968,1.84782759847964,0.0646272870540214,0.116926272347025
"LDHAL6B",2.0791473180194,4.35395541235919,2.35625629573968,1.84782759847964,0.0646272870540214,0.116926272347025
"C5orf47",3.47273417159855,-5.39818695001043,2.92145272531782,-1.84777487694009,0.0646349167502576,0.116926272347025
"SLC22A16",3.47273417159855,-5.39818695001043,2.92145272531782,-1.84777487694009,0.0646349167502576,0.116926272347025
"RP11-111F5.5",75.1676088718292,-1.32831614986755,0.718856055535787,-1.84781937863417,0.0646284765554295,0.116926272347025
"AC064850.4",11.6597658214874,-1.8390675388595,0.995341460224446,-1.84767500636896,0.064649371744502,0.116943306270179
"PPIAP29",598.523223747612,0.504386824093691,0.272990585096327,1.84763450327678,0.0646552348119525,0.116944796938336
"RP1-170O19.20",9.30888934224313,2.01848459180396,1.09251465587472,1.84755836541877,0.0646662574148586,0.116955618927996
"RP11-546B8.3",5.14429592876578,-2.27441189697486,1.23110246239031,-1.84745946536315,0.0646805776538837,0.116972402882516
"CDK11B",1598.0245070057,-0.37877930131165,0.205066460953328,-1.84710507779162,0.064731912712039,0.117056118920134
"TTC34",8.32368307136991,-2.00840995976907,1.08743877916656,-1.84691772837858,0.064759064923096,0.117096094954048
"COMMD1",468.781428056189,0.335051349937145,0.181429337360966,1.8467319277617,0.0647860019505257,0.117135675698645
"AC018720.10",25.8273596460929,-0.946476809273953,0.512532570771479,-1.84666665739758,0.0647954669203884,0.11714366256044
"FAM49A",110.35948854918,0.733880410756533,0.397474914277903,1.84635654828628,0.0648404519749958,0.117215859903077
"IRX5",106.336876708413,0.509244284769386,0.275898729114656,1.8457652429336,0.0649262993338713,0.117361909411986
"NDUFAF7",384.625464757312,0.325045156544931,0.176121712028113,1.84557118371099,0.0649544938207468,0.117394633733204
"CNOT10",1132.2412212312,-0.275524805903284,0.149289734722272,-1.84557100604305,0.0649545196384036,0.117394633733204
"BRI3BP",3004.50830515814,-0.553472616534715,0.29997881762823,-1.8450389961222,0.0650318661548367,0.117525272521527
"MROH7-TTC4",13.6535881296365,-3.9410876681185,2.13637719707341,-1.84475273070568,0.0650735164182241,0.117591385893806
"PIGZ",80.398843793064,0.992505310434725,0.538118650127284,1.8443986473986,0.0651250643010721,0.117675373115796
"RP11-440L14.4",8.60325538680915,-1.53481381232037,0.832396507711642,-1.84384941323187,0.0652050891214854,0.117794069806044
"FOXD4L2",11.0968971952531,-1.73116788036379,0.938891003959,-1.84384329284658,0.0652059813339473,0.117794069806044
"FOXD4L4",11.0968971952531,-1.73116788036379,0.938891003959,-1.84384329284658,0.0652059813339473,0.117794069806044
"SLC41A3",1321.73838754901,0.479402619931128,0.260009595343903,1.84378818519003,0.0652140152257768,0.117799413555404
"RP3-497J21.1",2.74464758489887,3.70630747373142,2.01021258128684,1.8437390693072,0.0652211762924938,0.117803179967017
"SLC36A1",852.136594151479,-0.420330434164776,0.227984963169927,-1.84367612811151,0.0652303540296929,0.117810588040554
"C1QL4",10.4470790139148,-2.36783289731442,1.28444794054367,-1.84346350099031,0.0652613660179659,0.117848255722452
"MYLPF",5.08005677888744,-2.57824921456433,1.39856963386576,-1.84349005736514,0.0652574920660411,0.117848255722452
"SLC9B1",5.10334076353224,3.2254608734751,1.7506378310568,1.84244897274269,0.06540950396399,0.11810657185064
"TRABD",1495.65754471407,0.39451080463727,0.214133997747217,1.84235482822763,0.0654232646716879,0.118122228605923
"BTBD6",1670.66443834511,-0.253415300914225,0.137595662203468,-1.8417390261874,0.0655133327484422,0.118275645774084
"UBE2E2",847.922280677819,-0.326841482031999,0.17751032438639,-1.84125336462435,0.0655844383815061,0.118394807557405
"YDJC",740.627600880203,0.593961230374951,0.322624830530174,1.8410276400576,0.0656175083310924,0.118445293096989
"NBPF15",1678.40871447547,0.441946027681383,0.240119445289253,1.84052577311681,0.0656910839905419,0.11856223857143
"AATF",2282.80243546037,0.418279088085755,0.227261854903674,1.84051603496348,0.065692512314289,0.11856223857143
"AC110771.1",3.18949172950026,-3.35085950821018,1.82067897029447,-1.84044500039907,0.0657029319383915,0.118571823050248
"ZXDB",604.503959687829,0.493908829743736,0.268372925988336,1.84038247496397,0.0657121045378515,0.118579155751066
"NBPF14",945.61820441597,0.39792734643076,0.216270667263642,1.83995061126654,0.0657754885868018,0.118684305638508
"RNF41",2338.8352256101,-0.642364328467255,0.3491521199855,-1.83978355478389,0.0658000207535085,0.118719340872847
"RP11-98D18.3",14.4711435286472,-1.22673032699629,0.66682561634543,-1.83965687119137,0.0658186292075939,0.118725225139891
"LA16c-380H5.2",3.22696904136742,-3.37768991242377,1.8360085154868,-1.83969185542051,0.0658134899679987,0.118725225139891
"RP11-755B10.3",4.19655549751662,-3.16214729578813,1.71885023216827,-1.83968750540831,0.0658141289737892,0.118725225139891
"NOP2",3736.61548509086,-0.351959624240051,0.191356494698845,-1.83928758098314,0.0658728987107359,0.118813883055783
"GNB1",15870.2716436057,0.269665476797034,0.146648820238175,1.83885200275779,0.0659369570499649,0.118920181785482
"CLCN6",933.405936074839,0.514502648356021,0.279828581040818,1.83863509024824,0.0659688764452452,0.11896850451016
"RP11-166P13.4",6.37007550264515,-2.30410696429037,1.25337624709334,-1.83832027265056,0.0660152255501747,0.119042840292809
"KCTD15",1734.76481110316,-0.638370009036918,0.347325806717096,-1.83795732045009,0.0660686945845274,0.119130002635204
"RP11-834C11.10",3.23602878945113,-5.30896982895864,2.88924313831362,-1.83749500294992,0.0661368534904415,0.119234373945946
"RP11-387H17.4",3.23602878945113,-5.30896982895864,2.88924313831362,-1.83749500294992,0.0661368534904415,0.119234373945946
"RP11-483E7.1",3.5808296339893,-3.39694277471779,1.84885923826269,-1.83731822543169,0.0661629308920455,0.119272122117647
"PPP1R14B",5514.59910313915,0.292685579565747,0.159324788449487,1.83703730231872,0.0662043887980647,0.119337588755377
"EML6",54.6354030247329,-0.990273838811583,0.539089629794339,-1.83693728107767,0.0662191548398033,0.11935493519122
"AD000684.2",25.4035216160922,-1.1146965771067,0.606925957624253,-1.83662696100535,0.0662649843693357,0.119428264133225
"THAP4",2194.72850831535,-0.265112613697296,0.144355754179463,-1.83652266031396,0.0662803938526836,0.119446760407911
"THEMIS3P",3.88806806816421,5.25551503446677,2.86216586325948,1.83620212299007,0.0663277688196227,0.119522855715956
"SPTY2D1-AS1",13.501330160235,-1.43804782922992,0.78318160007185,-1.83616140764542,0.0663337884866689,0.119524422608588
"BUD31",1325.13003481374,0.355890954854256,0.193827734543657,1.83611987052398,0.0663399301152248,0.119526208998846
"CTC-436P18.1",2.03935014473081,4.32792384870291,2.35731523588427,1.83595464145865,0.0663643653229846,0.119560952524129
"RP11-323C15.2",3.86300812236731,5.24639737251365,2.85772985180996,1.83586190597785,0.0663780829301384,0.119576383500943
"ERLIN2",2805.81148214411,0.295543128292499,0.161002997782262,1.83563742516265,0.0664112982258115,0.119626933345594
"RBM12",3923.32727940338,0.448748072989789,0.244485135468222,1.83548203096428,0.0664342991407676,0.119659077567632
"RGS4",29.7728847473629,1.687791075123,0.919664012094019,1.83522574867315,0.0664722474989435,0.119715833918008
"LILRA6",2.90942903568497,-3.14877536049684,1.71576728497367,-1.83519955653261,0.0664761268399417,0.119715833918008
"EIF4HP1",60.1960072226869,0.712042251762081,0.388041850362963,1.8349625203984,0.0665112429513129,0.119769780137653
"C16orf62",2143.72056868115,-0.297579816686469,0.162180875031967,-1.83486380023424,0.0665258725197842,0.119777536806761
"RP4-593C16.3",3.64598067466927,3.22020705201876,1.75500486663727,1.83487072499629,0.0665248462369217,0.119777536806761
"DNTTIP1",699.311217047145,0.421823504057723,0.229905187379056,1.83477158069618,0.0665395411396816,0.119792853213074
"PPP4C",2969.16019831249,0.280977755054232,0.153176238544224,1.83434296157566,0.0666031006837602,0.119889613761177
"LY6D",2.13073871267537,4.38703818851495,2.39161740027243,1.83433946751484,0.0666036190202885,0.119889613761177
"SLC9A7P1",2.64909743550202,4.70037702259479,2.5633518692616,1.83368388825557,0.0667009316208016,0.120027542921266
"ACSBG2",9.87224574830137,-2.07327353027684,1.13064666400435,-1.83370596339448,0.0666976529367238,0.120027542921266
"ZC3HAV1L",202.120419567932,-0.822978579081987,0.448797546998114,-1.83374125947583,0.066692410903442,0.120027542921266
"HSDL2",1809.35038499948,-0.343941830162786,0.187562742986869,-1.83374280353143,0.0666921815942064,0.120027542921266
"RP11-493K19.3",104.248511567158,-0.865167269136131,0.471881813092913,-1.83344058857759,0.0667370762127946,0.120083273743723
"BCDIN3D-AS1",75.0299145051781,-1.39586577990818,0.761390361374395,-1.83331159773088,0.0667562456298168,0.120108454033397
"RP11-96B2.1",3.85465480710167,5.24335049096245,2.86046726838843,1.83303984943569,0.0667966451654373,0.12017182488368
"AL645728.2",16.2096372336983,1.30882167453366,0.714105264769476,1.83281336674666,0.066830330655778,0.120223107810193
"RP11-530A18.1",4.1919028969233,-2.61463547749217,1.42664301820633,-1.83271879799297,0.0668444003060453,0.120239097992769
"FDXACB1",200.86318620519,-0.842892952809781,0.459995253521281,-1.83239489181117,0.0668926085611568,0.120307165180357
"AC024940.1",7.47191209207125,-2.33065014892117,1.27189546644812,-1.83242271900671,0.0668884658044741,0.120307165180357
"HDAC2",5422.3171762366,-0.294369391179598,0.16065303735321,-1.83233007000298,0.0669022596873259,0.120315198978958
"RP5-890E16.2",35.2079321230575,-1.12620798859087,0.614654337574279,-1.8322623298087,0.0669123465482776,0.12032401508542
"SNORA40",33.5940675836359,1.36547604717978,0.745258543487982,1.83221790492872,0.066918962319622,0.120326588480188
"SART1",2155.10069727339,0.324489959202627,0.17711679942586,1.83206765396897,0.0669413417450374,0.120357503813048
"NPHP4",645.738051019886,-0.534871496060848,0.291992750281391,-1.83179717833884,0.066981643800357,0.120413632030049
"ANAPC15",1015.79667645277,0.582055862700868,0.31775276515157,1.83178850520222,0.0669829364662157,0.120413632030049
"AC004771.1",3.99189145768575,2.63385492745339,1.4380669699884,1.83152452731366,0.0670222902135669,0.120475045409067
"AC013268.2",117.246861001919,0.8035074984982,0.438723706489102,1.83146587844156,0.0670310361540904,0.120481434871757
"RP11-977G19.10",24.4481724693534,2.89013668649305,1.57913785670667,1.83019910150245,0.0672201721122693,0.120805195888746
"RPS12P26",10.4640366804212,2.9363938178972,1.60442708496438,1.8301821537514,0.0672227054683158,0.120805195888746
"AC007405.6",38.8137481929197,-0.772218663378553,0.421941696872314,-1.8301548984201,0.0672267797700426,0.120805195888746
"ESPL1",1299.78003805958,-0.555391114246449,0.303473987243038,-1.83011110537676,0.0672333266606607,0.120807606467994
"LRRN4CL",6.94259905920717,-2.97306051112381,1.62494172974477,-1.82964130756294,0.0673035926312855,0.1209245008738
"AP006621.9",8.15027511483889,2.33034041977281,1.27390373872782,1.82929082388909,0.0673560525666491,0.121009387518717
"TSPAN13",1682.94821030435,0.234755619422506,0.128336659451378,1.82921715763879,0.0673670831125828,0.121019836278104
"CTC-425O23.2",24.8069194786627,-1.69161909005073,0.924923209938919,-1.82892922555424,0.067410211392139,0.121087940092009
"GNB1L",132.419114965898,0.624442958101519,0.341630475056636,1.82783154224751,0.0675748377657567,0.121374261656813
"TMEM41B",1732.54454137733,0.456108911706216,0.249582633508752,1.82748657346074,0.0676266431342562,0.121457911612739
"RNF166",266.252644829142,-0.50530393756765,0.276513984120899,-1.82740825630981,0.0676384088898166,0.121469642769857
"ERCC6L2",538.868013573462,0.413026195271302,0.226022485079773,1.82736772903602,0.0676444980512956,0.121471178487656
"BEND3",397.567759343592,0.525675434036804,0.287696550876332,1.82718712628143,0.0676716388245416,0.121510514030171
"GLTPD2",9.40027826069495,-2.18576594712615,1.196382963708,-1.82697849554102,0.0677030027621679,0.121557425971251
"DUXAP10",2.3053389848752,-3.74694829869692,2.05098433585689,-1.82690244542091,0.0677144385246473,0.121568553359636
"KRT18P8",3.1140351884497,3.00124665189186,1.64297451361194,1.82671528196373,0.0677425893219106,0.121609685410187
"AC097639.8",3.76178637754137,2.53993993439107,1.39052132668643,1.82660983736486,0.067758453224975,0.121628755699994
"RP4-798A17.5",2.25708047947874,-3.70539570633428,2.02918277027129,-1.82605320753777,0.0678422475846486,0.121768023632536
"AC020910.2",28.3776441063696,-0.871846964728799,0.477456266002726,-1.82602476249379,0.0678465319541676,0.121768023632536
"NAPSB",3.40181913385671,-5.37287770327377,2.94265467458933,-1.82586076092112,0.0678712380790211,0.121802945664856
"RP11-563N4.1",20.9715878653442,-1.16796718169475,0.639721990189285,-1.82574180598227,0.067889162753779,0.121825693125315
"TAF4",539.018188759569,-0.36251565369348,0.198588994871015,-1.82545691380802,0.0679321074398224,0.121893331487815
"AC011526.1",3.4819253590289,-5.39996296770701,2.95875116157188,-1.82508182433233,0.0679886825492393,0.121985415121975
"FAM186A",11.0253778874729,-2.12986066510636,1.16704928195477,-1.82499633737738,0.0680015820500706,0.121999127722483
"RP6-206I17.3",4.83621997124327,3.03676527601377,1.66408779298362,1.82488285102375,0.0680187096121722,0.122020423025376
"PEX13",1059.75196287483,0.302807531384574,0.165946104321343,1.82473419682217,0.0680411501352175,0.122051245349987
"MUC3A",11.5063635241697,2.29090270366765,1.25559159498597,1.82456040070358,0.0680673937482868,0.122088884311789
"MIP",10.00978424071,-2.80750200855948,1.53909079141281,-1.82413021000687,0.0681323893342823,0.12219232068081
"RP11-242D8.1",51.7705776563274,-0.805751578503912,0.441726339722766,-1.8240967450789,0.0681374475390035,0.12219232068081
"MAVS",1848.21382359938,0.287012680081143,0.157347043219107,1.82407418791769,0.0681408572152292,0.12219232068081
"FDX1",753.303837413297,-0.277999787413792,0.152418358742825,-1.82392586894902,0.0681632801822275,0.122204202894487
"UCKL1",962.859149954615,-0.333396679557645,0.182788692625661,-1.82394586212408,0.0681602572460759,0.122204202894487
"EZH2",1262.37373513697,-0.428920795399093,0.235157328335889,-1.82397375592923,0.068156039931448,0.122204202894487
"KDM1A",4362.19318658705,0.300989929306193,0.165046973015658,1.8236622205585,0.0682031537106884,0.122256800132668
"RP11-79H23.3",2.09241304244893,4.36256563357984,2.3921881690519,1.8236716032706,0.0682017343635531,0.122256800132668
"SH3BP5L",1283.05735755431,-0.265230319342653,0.145449579956469,-1.82352069646425,0.0682245653726589,0.12228573626573
"SNX29P2.1",3.7004382728728,-4.4653488917431,2.44880896514981,-1.82347784383823,0.0682310497823092,0.122287914383183
"CTB-50L17.9",21.2833226786936,-0.993943364136631,0.545135609935279,-1.82329560942577,0.0682586309417886,0.122318454705971
"TDRD7",280.657868442453,-0.38217155648708,0.209604035685435,-1.82330247238477,0.0682575920675735,0.122318454705971
"PKP4",3139.98764702789,0.434285840037967,0.238242921458067,1.82286985644779,0.0683231043364943,0.122415835770334
"CTD-2008L17.1",3.91312801396112,5.26460938382448,2.88809283110697,1.82286709316287,0.0683235229547199,0.122415835770334
"AP001462.6",11.0016661625342,-1.57272916609654,0.862930855297999,-1.82254366782773,0.0683725341863823,0.122494192789684
"RP4-694B14.5",869.391738231989,-0.368581206191463,0.202275888921909,-1.82217073995289,0.0684290828068549,0.122586040430837
"SLC30A9",3009.77159212012,-0.311031555143283,0.17073016621859,-1.82177269566446,0.0684894823456437,0.122684772018964
"HCG4P3",14.4893498053528,-1.69324319381713,0.929622024894036,-1.82143188142529,0.0685412325709272,0.122767996102962
"HNRNPA1",38294.8426941908,0.298370806941777,0.163828880410809,1.82123448682307,0.0685712202365019,0.122812230224474
"CGB2",2.74349712080011,3.69787671020742,2.03049005943287,1.82117449579648,0.0685803360508181,0.122817052891864
"TTN-AS1",90.6572610736255,0.615814985125817,0.33814675378124,1.82114711509019,0.0685844969613302,0.122817052891864
"C12orf60",76.1714580088364,0.77185844321431,0.423888084937525,1.82090148471163,0.0686218334755968,0.122874431857237
"CGB5",2.57972066280339,3.60332909730236,1.9791264177869,1.82066646421287,0.0686575728945134,0.122928942426776
"KRTAP2-1",2.09929485465241,4.36681680003644,2.39924224347593,1.82008165782792,0.0687465704271236,0.123078793988481
"RP11-392P7.1",6.50119215575937,2.05394936057946,1.12880055199242,1.81958571596557,0.068822118565987,0.123204545485917
"EEF1A1P22",9.55974687898268,1.6799507031946,0.923334534244432,1.81943882838662,0.068844507430611,0.123235119818714
"CLDN20",21.1325589072586,1.6555603076276,0.909980058738224,1.81933690934194,0.0688600456282814,0.123253427343911
"RP11-359E10.1",2.14744534320664,4.39764289236552,2.41735312034561,1.8191975575901,0.0688812953402586,0.123281954365445
"CHRNA10",39.1987214329955,-0.88226315877508,0.485115992960636,-1.81866434332679,0.0689626548000318,0.123418051557614
"RP11-203J24.9",9.54300394819655,1.58484274437533,0.871546257522393,1.81842642395215,0.0689989827294498,0.123473543926677
"RP3-395M20.2",15.0467364803226,1.92557456857827,1.05900041795862,1.81829443683328,0.0690191426329228,0.123500097318803
"TMEM120A",625.596225899,-0.473417195296996,0.260409647086781,-1.81797103368921,0.0690685601523165,0.123578994989975
"ARL6IP4",2413.64392824886,0.420905936408385,0.23155052550168,1.81777145828733,0.0690990707118188,0.123624054353985
"MIMT1",2.09950433100538,-4.66289684354826,2.56536273097897,-1.81763646413029,0.0691197145379926,0.123651455715542
"CTD-2248H3.1",4.99946375993982,-2.21227586023432,1.2172409854455,-1.81745101149765,0.069148082928955,0.12369267061933
"C4orf32",645.277403851957,0.6718687162896,0.369688974017679,1.81738911222565,0.0691575536896032,0.123700077535901
"GTPBP1",1538.79779197069,0.46981741241116,0.258555529431317,1.8170851477998,0.0692040765557672,0.123773752212257
"UROS",1014.68466129149,-0.33412196739012,0.183956401855953,-1.81631062588273,0.0693227361755578,0.123976424532815
"ARNT",1481.86582919286,-0.365433951326275,0.201241705956381,-1.81589571401011,0.0693863709089902,0.124071106869238
"AC068039.4",8.72032102133708,1.64429518658078,0.905495305829448,1.81590691414416,0.0693846525227755,0.124071106869238
